COD_MUN,Ano,Valor,Indicador,GeoType
354750,2016,"11,41",Mortalidade,Municipio
354760,2016,"8,2",Mortalidade,Municipio
354730,2016,"9,32",Mortalidade,Municipio
354770,2016,"4,76",Mortalidade,Municipio
354780,2016,"8,56",Mortalidade,Municipio
354800,2016,"7,63",Mortalidade,Municipio
354805,2016,"8,93",Mortalidade,Municipio
354810,2016,"39,22",Mortalidade,Municipio
354820,2016,"25,32",Mortalidade,Municipio
354840,2016,"28,57",Mortalidade,Municipio
354850,2016,"13,29",Mortalidade,Municipio
354860,2016,"7,46",Mortalidade,Municipio
354870,2016,"9,86",Mortalidade,Municipio
354880,2016,"7,89",Mortalidade,Municipio
354890,2016,"8,3",Mortalidade,Municipio
354910,2016,"8,46",Mortalidade,Municipio
354940,2016,"12,05",Mortalidade,Municipio
354950,2016,"17,7",Mortalidade,Municipio
354970,2016,"12,25",Mortalidade,Municipio
354980,2016,"6,68",Mortalidade,Municipio
354990,2016,"8,58",Mortalidade,Municipio
354995,2016,"16,81",Mortalidade,Municipio
355010,2016,"5,74",Mortalidade,Municipio
355020,2016,"24,18",Mortalidade,Municipio
355030,2016,"11,31",Mortalidade,Municipio
355040,2016,"9,78",Mortalidade,Municipio
355050,2016,"11,76",Mortalidade,Municipio
355060,2016,"16,04",Mortalidade,Municipio
355070,2016,"13,4",Mortalidade,Municipio
355080,2016,"19,23",Mortalidade,Municipio
355090,2016,"6,45",Mortalidade,Municipio
355100,2016,"15,82",Mortalidade,Municipio
355110,2016,"8,47",Mortalidade,Municipio
355120,2016,"22,22",Mortalidade,Municipio
355160,2016,"12,35",Mortalidade,Municipio
355150,2016,"12,94",Mortalidade,Municipio
355170,2016,"11,04",Mortalidade,Municipio
355180,2016,"14,93",Mortalidade,Municipio
355190,2016,"10,58",Mortalidade,Municipio
355200,2016,"33,9",Mortalidade,Municipio
355210,2016,"4,74",Mortalidade,Municipio
355220,2016,"10,52",Mortalidade,Municipio
355240,2016,"7,5",Mortalidade,Municipio
355250,2016,"15,48",Mortalidade,Municipio
355260,2016,"17,86",Mortalidade,Municipio
355270,2016,"14,85",Mortalidade,Municipio
355280,2016,"9,47",Mortalidade,Municipio
355290,2016,"12,5",Mortalidade,Municipio
355300,2016,"5,68",Mortalidade,Municipio
355310,2016,"37,04",Mortalidade,Municipio
355330,2016,"10,87",Mortalidade,Municipio
355340,2016,"3,86",Mortalidade,Municipio
355350,2016,"33,71",Mortalidade,Municipio
355360,2016,"6,94",Mortalidade,Municipio
355370,2016,"10,87",Mortalidade,Municipio
355380,2016,"6,41",Mortalidade,Municipio
355385,2016,"24,1",Mortalidade,Municipio
355390,2016,"10,42",Mortalidade,Municipio
355395,2016,"14,42",Mortalidade,Municipio
