COD_MUN,Ano,Valor,Indicador,GeoType
352290,2017,"32,47",Mortalidade,Municipio
352300,2017,25,Mortalidade,Municipio
352310,2017,"12,77",Mortalidade,Municipio
352320,2017,"15,58",Mortalidade,Municipio
352330,2017,"12,82",Mortalidade,Municipio
352340,2017,"8,55",Mortalidade,Municipio
352350,2017,"3,64",Mortalidade,Municipio
352360,2017,"5,85",Mortalidade,Municipio
352370,2017,"28,99",Mortalidade,Municipio
352390,2017,"11,48",Mortalidade,Municipio
352400,2017,"16,53",Mortalidade,Municipio
352410,2017,"6,24",Mortalidade,Municipio
352420,2017,"48,39",Mortalidade,Municipio
352430,2017,"13,04",Mortalidade,Municipio
352440,2017,"11,07",Mortalidade,Municipio
352460,2017,"11,45",Mortalidade,Municipio
352470,2017,"8,75",Mortalidade,Municipio
352480,2017,"9,69",Mortalidade,Municipio
352490,2017,"74,63",Mortalidade,Municipio
352500,2017,"10,01",Mortalidade,Municipio
352510,2017,"14,56",Mortalidade,Municipio
352520,2017,"6,34",Mortalidade,Municipio
352530,2017,"11,04",Mortalidade,Municipio
352550,2017,"7,25",Mortalidade,Municipio
352560,2017,"16,13",Mortalidade,Municipio
352570,2017,"4,26",Mortalidade,Municipio
352580,2017,"34,48",Mortalidade,Municipio
352590,2017,"10,55",Mortalidade,Municipio
352610,2017,"18,12",Mortalidade,Municipio
352620,2017,"4,42",Mortalidade,Municipio
352640,2017,"9,04",Mortalidade,Municipio
352650,2017,"14,49",Mortalidade,Municipio
352670,2017,"9,07",Mortalidade,Municipio
352680,2017,"5,81",Mortalidade,Municipio
352690,2017,"8,02",Mortalidade,Municipio
352700,2017,"28,57",Mortalidade,Municipio
352710,2017,"11,71",Mortalidade,Municipio
352720,2017,"7,92",Mortalidade,Municipio
352730,2017,"15,04",Mortalidade,Municipio
352740,2017,"5,85",Mortalidade,Municipio
352760,2017,"26,88",Mortalidade,Municipio
352780,2017,"45,45",Mortalidade,Municipio
352800,2017,"15,71",Mortalidade,Municipio
352820,2017,"41,67",Mortalidade,Municipio
352840,2017,"11,92",Mortalidade,Municipio
352850,2017,"8,78",Mortalidade,Municipio
352860,2017,"9,17",Mortalidade,Municipio
352870,2017,"26,32",Mortalidade,Municipio
352880,2017,"18,87",Mortalidade,Municipio
352900,2017,"9,55",Mortalidade,Municipio
352930,2017,"7,91",Mortalidade,Municipio
352940,2017,"8,91",Mortalidade,Municipio
352960,2017,20,Mortalidade,Municipio
352970,2017,"7,43",Mortalidade,Municipio
352980,2017,"22,39",Mortalidade,Municipio
352990,2017,"26,76",Mortalidade,Municipio
353010,2017,"7,43",Mortalidade,Municipio
353020,2017,"16,67",Mortalidade,Municipio
353030,2017,"6,93",Mortalidade,Municipio
353050,2017,"11,18",Mortalidade,Municipio
353060,2017,"9,47",Mortalidade,Municipio
353070,2017,"11,17",Mortalidade,Municipio
353080,2017,"10,49",Mortalidade,Municipio
353110,2017,"23,98",Mortalidade,Municipio
353120,2017,"24,69",Mortalidade,Municipio
353130,2017,"18,4",Mortalidade,Municipio
353140,2017,"4,39",Mortalidade,Municipio
353150,2017,"8,7",Mortalidade,Municipio
353180,2017,"12,96",Mortalidade,Municipio
353190,2017,"8,02",Mortalidade,Municipio
353200,2017,"13,16",Mortalidade,Municipio
353210,2017,"22,73",Mortalidade,Municipio
353215,2017,"20,41",Mortalidade,Municipio
353230,2017,"12,2",Mortalidade,Municipio
353240,2017,"9,3",Mortalidade,Municipio
353250,2017,"32,61",Mortalidade,Municipio
353260,2017,"9,71",Mortalidade,Municipio
353280,2017,"22,47",Mortalidade,Municipio
353282,2017,"14,39",Mortalidade,Municipio
353286,2017,"76,92",Mortalidade,Municipio
353290,2017,"8,33",Mortalidade,Municipio
353300,2017,"11,81",Mortalidade,Municipio
353340,2017,"10,85",Mortalidade,Municipio
353325,2017,"41,67",Mortalidade,Municipio
353350,2017,"9,84",Mortalidade,Municipio
353360,2017,"24,39",Mortalidade,Municipio
353370,2017,"14,08",Mortalidade,Municipio
353380,2017,"37,04",Mortalidade,Municipio
353390,2017,"14,95",Mortalidade,Municipio
353410,2017,"13,51",Mortalidade,Municipio
353420,2017,"24,69",Mortalidade,Municipio
353430,2017,"4,26",Mortalidade,Municipio
353440,2017,"11,79",Mortalidade,Municipio
353460,2017,"12,16",Mortalidade,Municipio
353470,2017,"5,91",Mortalidade,Municipio
353480,2017,"10,2",Mortalidade,Municipio
353490,2017,"18,52",Mortalidade,Municipio
353500,2017,"7,14",Mortalidade,Municipio
353510,2017,"14,29",Mortalidade,Municipio
353520,2017,"11,49",Mortalidade,Municipio
353530,2017,"19,16",Mortalidade,Municipio
353540,2017,"17,86",Mortalidade,Municipio
353550,2017,"13,49",Mortalidade,Municipio
353560,2017,"4,72",Mortalidade,Municipio
353570,2017,"12,82",Mortalidade,Municipio
353580,2017,"6,45",Mortalidade,Municipio
353590,2017,"14,93",Mortalidade,Municipio
353600,2017,"10,75",Mortalidade,Municipio
353620,2017,"6,47",Mortalidade,Municipio
353625,2017,"51,28",Mortalidade,Municipio
353630,2017,"19,51",Mortalidade,Municipio
353650,2017,"6,12",Mortalidade,Municipio
353660,2017,"24,69",Mortalidade,Municipio
353670,2017,"9,42",Mortalidade,Municipio
353700,2017,"4,63",Mortalidade,Municipio
353710,2017,"6,24",Mortalidade,Municipio
353720,2017,"25,64",Mortalidade,Municipio
353730,2017,"13,21",Mortalidade,Municipio
353740,2017,"3,83",Mortalidade,Municipio
353750,2017,"19,05",Mortalidade,Municipio
353760,2017,"17,32",Mortalidade,Municipio
353780,2017,"13,68",Mortalidade,Municipio
353790,2017,"18,04",Mortalidade,Municipio
353800,2017,"13,77",Mortalidade,Municipio
353810,2017,"6,29",Mortalidade,Municipio
353820,2017,"13,42",Mortalidade,Municipio
353850,2017,"19,48",Mortalidade,Municipio
353860,2017,"2,74",Mortalidade,Municipio
353870,2017,"8,98",Mortalidade,Municipio
353880,2017,"7,81",Mortalidade,Municipio
353890,2017,"14,87",Mortalidade,Municipio
353900,2017,"15,5",Mortalidade,Municipio
353910,2017,"15,15",Mortalidade,Municipio
353920,2017,"17,86",Mortalidade,Municipio
353930,2017,"13,68",Mortalidade,Municipio
353950,2017,"8,42",Mortalidade,Municipio
353970,2017,"21,74",Mortalidade,Municipio
353980,2017,"18,19",Mortalidade,Municipio
354000,2017,"19,08",Mortalidade,Municipio
354020,2017,"5,37",Mortalidade,Municipio
354060,2017,"9,47",Mortalidade,Municipio
354070,2017,"5,36",Mortalidade,Municipio
354075,2017,"23,81",Mortalidade,Municipio
354080,2017,"4,61",Mortalidade,Municipio
354090,2017,"4,41",Mortalidade,Municipio
354100,2017,"13,84",Mortalidade,Municipio
354120,2017,"30,3",Mortalidade,Municipio
354130,2017,"11,24",Mortalidade,Municipio
354140,2017,"10,2",Mortalidade,Municipio
354150,2017,"9,43",Mortalidade,Municipio
354160,2017,"18,13",Mortalidade,Municipio
354165,2017,"19,23",Mortalidade,Municipio
354170,2017,"6,71",Mortalidade,Municipio
354190,2017,"9,01",Mortalidade,Municipio
354200,2017,"24,1",Mortalidade,Municipio
354210,2017,"9,26",Mortalidade,Municipio
354220,2017,"22,96",Mortalidade,Municipio
354230,2017,20,Mortalidade,Municipio
354240,2017,"4,03",Mortalidade,Municipio
354260,2017,"6,32",Mortalidade,Municipio
354270,2017,"17,54",Mortalidade,Municipio
354290,2017,"14,18",Mortalidade,Municipio
354300,2017,"29,96",Mortalidade,Municipio
354323,2017,"45,45",Mortalidade,Municipio
354325,2017,"11,49",Mortalidade,Municipio
354330,2017,"9,92",Mortalidade,Municipio
354340,2017,"9,18",Mortalidade,Municipio
354370,2017,"7,75",Mortalidade,Municipio
354380,2017,"28,57",Mortalidade,Municipio
354390,2017,"12,23",Mortalidade,Municipio
354400,2017,"5,18",Mortalidade,Municipio
354410,2017,"8,01",Mortalidade,Municipio
354420,2017,"9,09",Mortalidade,Municipio
354350,2017,"15,87",Mortalidade,Municipio
354425,2017,"13,04",Mortalidade,Municipio
354430,2017,"37,59",Mortalidade,Municipio
354440,2017,"28,57",Mortalidade,Municipio
354460,2017,"19,23",Mortalidade,Municipio
354470,2017,40,Mortalidade,Municipio
354490,2017,"7,52",Mortalidade,Municipio
354500,2017,"5,32",Mortalidade,Municipio
354510,2017,"27,03",Mortalidade,Municipio
354515,2017,"21,51",Mortalidade,Municipio
354520,2017,"7,16",Mortalidade,Municipio
354530,2017,"12,94",Mortalidade,Municipio
354540,2017,"9,17",Mortalidade,Municipio
354550,2017,"18,87",Mortalidade,Municipio
354560,2017,"10,93",Mortalidade,Municipio
354580,2017,"9,53",Mortalidade,Municipio
354600,2017,"48,78",Mortalidade,Municipio
354630,2017,"12,69",Mortalidade,Municipio
354640,2017,"9,04",Mortalidade,Municipio
354660,2017,"6,9",Mortalidade,Municipio
354670,2017,"3,16",Mortalidade,Municipio
354680,2017,"9,75",Mortalidade,Municipio
354690,2017,"20,2",Mortalidade,Municipio
354750,2017,"20,16",Mortalidade,Municipio
354730,2017,"8,34",Mortalidade,Municipio
354770,2017,"18,26",Mortalidade,Municipio
354780,2017,"7,51",Mortalidade,Municipio
354790,2017,"25,64",Mortalidade,Municipio
354800,2017,"15,27",Mortalidade,Municipio
354805,2017,"29,13",Mortalidade,Municipio
354820,2017,"21,51",Mortalidade,Municipio
354830,2017,"30,3",Mortalidade,Municipio
354840,2017,"16,95",Mortalidade,Municipio
354850,2017,"9,02",Mortalidade,Municipio
354860,2017,"8,26",Mortalidade,Municipio
354870,2017,"9,31",Mortalidade,Municipio
354880,2017,"7,14",Mortalidade,Municipio
354890,2017,"7,74",Mortalidade,Municipio
354910,2017,"15,97",Mortalidade,Municipio
354930,2017,"43,48",Mortalidade,Municipio
354940,2017,"10,24",Mortalidade,Municipio
354950,2017,"21,28",Mortalidade,Municipio
354970,2017,"5,67",Mortalidade,Municipio
354980,2017,"8,78",Mortalidade,Municipio
354990,2017,"9,34",Mortalidade,Municipio
354995,2017,"4,93",Mortalidade,Municipio
355000,2017,"8,26",Mortalidade,Municipio
355010,2017,"9,54",Mortalidade,Municipio
355020,2017,"14,25",Mortalidade,Municipio
355030,2017,"11,13",Mortalidade,Municipio
355040,2017,"4,68",Mortalidade,Municipio
355050,2017,"23,26",Mortalidade,Municipio
355060,2017,"12,74",Mortalidade,Municipio
355070,2017,"7,75",Mortalidade,Municipio
355090,2017,"15,15",Mortalidade,Municipio
355100,2017,"16,11",Mortalidade,Municipio
355120,2017,"17,24",Mortalidade,Municipio
355140,2017,"7,46",Mortalidade,Municipio
355150,2017,"7,85",Mortalidade,Municipio
355170,2017,"15,19",Mortalidade,Municipio
355180,2017,"4,95",Mortalidade,Municipio
355190,2017,"16,22",Mortalidade,Municipio
355200,2017,"14,49",Mortalidade,Municipio
355210,2017,"12,08",Mortalidade,Municipio
355220,2017,"10,04",Mortalidade,Municipio
355230,2017,"9,43",Mortalidade,Municipio
355240,2017,"8,88",Mortalidade,Municipio
355250,2017,"10,97",Mortalidade,Municipio
355270,2017,"14,15",Mortalidade,Municipio
355280,2017,"13,09",Mortalidade,Municipio
355300,2017,"21,62",Mortalidade,Municipio
355320,2017,"34,48",Mortalidade,Municipio
355330,2017,"13,2",Mortalidade,Municipio
355340,2017,"4,02",Mortalidade,Municipio
355370,2017,"11,01",Mortalidade,Municipio
355380,2017,"17,36",Mortalidade,Municipio
355385,2017,"10,53",Mortalidade,Municipio
355395,2017,"14,35",Mortalidade,Municipio
355400,2017,"12,99",Mortalidade,Municipio
355410,2017,"12,56",Mortalidade,Municipio
355430,2017,"14,08",Mortalidade,Municipio
355440,2017,"10,31",Mortalidade,Municipio
355450,2017,"9,43",Mortalidade,Municipio
355460,2017,"47,62",Mortalidade,Municipio
355470,2017,"19,42",Mortalidade,Municipio
355480,2017,"11,99",Mortalidade,Municipio
355495,2017,"18,87",Mortalidade,Municipio
355500,2017,"15,03",Mortalidade,Municipio
355535,2017,"10,87",Mortalidade,Municipio
355540,2017,"14,17",Mortalidade,Municipio
355550,2017,"11,63",Mortalidade,Municipio
355560,2017,"10,64",Mortalidade,Municipio
355600,2017,"6,85",Mortalidade,Municipio
355610,2017,"10,93",Mortalidade,Municipio
355620,2017,"7,18",Mortalidade,Municipio
355630,2017,"15,53",Mortalidade,Municipio
355635,2017,"17,54",Mortalidade,Municipio
355640,2017,"10,79",Mortalidade,Municipio
355645,2017,"8,12",Mortalidade,Municipio
355650,2017,"15,86",Mortalidade,Municipio
355660,2017,"9,01",Mortalidade,Municipio
355670,2017,"9,5",Mortalidade,Municipio
355680,2017,"8,97",Mortalidade,Municipio
355695,2017,"66,67",Mortalidade,Municipio
355700,2017,"13,08",Mortalidade,Municipio
355710,2017,"8,61",Mortalidade,Municipio
3501,2017,"9,33",Mortalidade,RRAS
3502,2017,"11,65",Mortalidade,RRAS
3503,2017,"11,38",Mortalidade,RRAS
3504,2017,"10,14",Mortalidade,RRAS
3505,2017,"10,56",Mortalidade,RRAS
3506,2017,"11,13",Mortalidade,RRAS
3507,2017,"14,19",Mortalidade,RRAS
3508,2017,"11,65",Mortalidade,RRAS
3509,2017,"11,34",Mortalidade,RRAS
3510,2017,"11,88",Mortalidade,RRAS
3511,2017,"11,6",Mortalidade,RRAS
3512,2017,"9,7",Mortalidade,RRAS
3513,2017,"10,19",Mortalidade,RRAS
3514,2017,"9,7",Mortalidade,RRAS
3515,2017,"9,29",Mortalidade,RRAS
3516,2017,"11,41",Mortalidade,RRAS
3517,2017,"11,48",Mortalidade,RRAS
